Index,Season,S/C,Pos,G,A,A1,S,Ht,Wt,Hits,HitsT,BkS,GvA,TkA,TOI,GP,SAT% Relative,Pen Drawn,Pen Taken,SAT%,USAT %,On-Ice GF %,OZ Ratio,OZ Start%,NZ Start%,DZ Start%,FOW,FOL,ixG,iCF,18+ MPH Speed Bursts,20+ MPH Speed Bursts,22+ MPH Speed Bursts,Top Speed (MPH),GF,GA,xGF,xGA,oiSh%,oiSv%,PDO,TOI/GP
822,23-24,R,R,16,15,10,154,69,185,63,72,35,27,28,1061.88,77,4.2,20,24,49.4,49.5,41.9,48.1,31.1,35.3,33.6,14,20,16.65,287,475,84,3,22.43,34,47,40.96,41.55,7.51,89.83,97.33,13.79
1082,21-22,R,R,8,44,24,175,71,208,6,19,21,53,39,1367.55,82,0.5,5,16,44.4,43.9,42,47.3,31.2,34,34.8,4,8,18.63,310,479,82,3,22.18,50,69,41.18,55.19,10.22,89.22,99.44,16.68
833,21-22,L,C,5,2,1,44,74,222,42,13,9,3,8,242.88,30,5.7,2,6,53.5,55,55,52.8,31.6,40.2,28.2,66,60,4.89,71,163,16,1,22.33,11,9,10.76,9.52,8.53,92.17,100.7,8.1
1120,21-22,L,L,52,25,12,258,75,232,141,50,39,45,27,1517.13,81,4.1,7,12,50.1,51.3,54.4,48.8,30.5,37.5,32,67,70,36.26,412,925,284,22,23.19,49,41,47.34,43.24,9.19,91.58,100.77,18.73
1182,21-22,L,L,8,5,3,65,73,215,122,61,17,17,11,537.25,50,3.4,22,27,56.9,57,53.4,55.1,35.8,35,29.2,11,13,7.06,132,406,114,16,24.17,23,20,23.76,19.28,7.8,90.52,98.32,10.74
1120,22-23,L,L,36,18,13,229,75,232,128,64,24,39,31,1454.63,79,2.6,11,13,51.4,52.2,62.3,48.1,30.3,36.9,32.8,38,46,38.02,382,797,249,21,23.21,48,29,47.63,43.23,9.04,93.86,102.9,18.41
1182,22-23,L,L,2,7,5,44,73,215,131,54,15,6,6,458.17,45,0.2,13,24,51.4,52.2,42.8,55.8,32.8,41.2,26,7,7,4.61,79,274,70,9,23.31,15,20,17.62,17.26,6.91,90.15,97.06,10.18
1182,23-24,L,L,3,2,2,29,73,215,71,25,6,5,3,256.22,32,-7.4,7,14,52.5,49.5,50,59.4,37.1,37.6,25.4,4,11,2.29,64,170,31,3,22.76,11,11,9.23,11.12,10.09,91.06,101.15,8.01
505,21-22,L,C,24,31,19,167,74,183,50,132,16,47,63,1252.13,78,3.2,14,23,58.8,58.3,60.8,52.6,32.5,38.2,29.3,19,10,21.9,312,970,241,13,22.88,59,37,64.38,46.01,8.56,92.75,101.31,16.05
697,23-24,L,D,8,12,4,79,76,225,241,107,111,28,6,1443.08,77,-2.6,12,29,49.1,48.8,55.7,41.7,26.4,36.7,36.9,0,0,3.03,196,192,28,0,21.42,52,42,49.5,45.89,9.01,93.21,102.23,18.74
505,22-23,L,C,42,31,14,275,74,183,29,106,31,56,35,1417.67,81,2.9,28,23,56.3,54.6,61.8,51.8,35.1,32.1,32.7,20,21,33.31,471,913,207,8,22.58,68,42,72.95,58.1,8.96,93.23,102.18,17.5
697,24-25,L,D,2,14,1,48,76,225,191,135,108,74,8,1523.2,82,-1.4,12,26,50,49.3,49.1,57.1,36.8,35.5,27.7,0,0,2.36,165,244,39,1,22.21,56,58,55.23,53.58,9.82,90.24,100.06,18.58
619,21-22,L,D,2,17,6,77,73,237,110,112,104,48,29,1286.4,75,2.3,8,33,57.9,58.2,54.2,56.2,37.7,32.8,29.4,0,0,2.59,180,152,10,0,20.94,45,38,50.89,39.93,7.68,91.26,98.94,17.15
619,22-23,L,D,3,14,7,109,73,237,117,146,123,45,33,1512.13,78,0.2,7,29,51.5,51.7,51.4,44,28.1,36.1,35.8,0,0,4.35,218,212,21,0,21.43,52,49,56.29,47.92,8.83,91.31,100.14,19.39
976,22-23,L,C,6,7,4,53,74,201,107,87,34,7,24,705.18,54,-6.3,16,22,42.4,43,55,41.2,24.5,40.6,34.9,117,110,7.56,108,387,62,1,22.29,22,18,25.16,28.29,8.33,94.5,102.83,13.06
976,23-24,L,C,8,11,9,76,74,201,86,77,51,21,30,952.37,72,-5.4,11,13,44.2,44.2,42.6,46,29.3,36.2,34.4,165,201,9.97,130,542,98,2,22.27,32,42,31.45,34.67,8.79,90.28,99.07,13.23
434,21-22,L,C,15,21,14,166,71,172,24,37,37,36,46,1387.77,82,0.9,10,11,46.8,45.2,46.1,52,34.5,33.7,31.8,495,509,19.9,267,313,19,0,21.37,41,49,45.06,49.01,7.75,92.22,99.97,16.92
976,24-25,L,C,23,17,9,125,74,201,121,86,56,42,22,1189.03,80,-1.9,18,19,49.8,50.9,51,52.5,34.9,33.6,31.5,272,244,18.31,213,737,181,7,22.74,47,45,44.48,41.93,9.4,90.24,99.64,14.86
1070,21-22,L,D,1,20,10,79,73,192,22,60,114,64,36,1262.52,64,-0.3,2,11,52,51.1,57.7,48.7,31.6,35,33.4,0,0,3.3,175,193,14,1,22.39,52,38,46.69,46.65,9.25,92.84,102.1,19.73
976,21-22,L,C,9,11,6,39,74,201,62,61,36,14,13,500.82,47,-3.6,7,6,48.7,51.3,58.1,50.6,33,34.7,32.3,140,151,6.31,69,297,46,0,21.66,24,18,21.14,19.33,10.67,91.63,102.29,10.66
572,21-22,L,C,23,38,21,181,72,185,56,100,27,71,40,1343.03,75,4.7,28,20,51.1,50.6,49.5,72.8,47.2,35.2,17.6,217,327,17.56,333,580,69,1,23.14,51,52,47.46,44.11,9.27,90.24,99.52,17.91
1128,22-23,L,D,3,17,5,114,73,192,105,109,106,40,27,1435.77,82,-4,10,19,49.4,49,51.8,52.8,33.9,35.7,30.4,0,0,3.63,211,408,61,2,23.22,56,52,58.23,55.1,8.87,92.05,100.92,17.51
572,22-23,L,C,23,42,24,184,72,185,46,96,29,75,31,1525,81,5.8,28,32,46.8,45.3,43.1,66.3,42.5,35.8,21.6,237,336,17.52,369,564,69,0,21.58,57,75,52.29,70.75,9.66,90.21,99.87,18.83
1128,23-24,L,D,3,13,4,94,73,192,77,97,88,37,16,1261.52,82,-2.3,5,14,53.2,53.3,50.5,50.2,31.7,36.9,31.4,0,0,3.87,208,453,81,2,22.85,45,44,54.57,43.26,8.01,90.93,98.93,15.38
181,21-22,L,D,2,17,11,83,77,174,122,188,74,14,17,1127.17,72,2.1,11,19,53.5,54.2,52.5,45.4,31.5,30.6,37.9,0,0,3.38,189,208,18,0,21.52,42,38,44.03,35.81,7.42,91.85,99.27,15.66
1128,24-25,L,D,7,18,7,135,73,192,28,109,118,81,23,1683.87,82,-0.9,5,9,53.2,54.3,44.2,53.1,35.1,33.8,31.1,0,0,6.47,281,568,91,3,22.72,53,68,65.88,54.53,7.29,89.09,96.38,20.54
181,22-23,L,D,1,23,14,96,77,174,133,173,131,43,25,1399.7,68,-0.6,11,22,51.7,52.5,50,48.4,32,33.9,34.1,0,0,5.51,216,183,9,0,21.46,56,56,69.95,56.13,7.9,91.7,99.6,20.58
1128,21-22,L,D,5,16,7,92,73,192,103,111,63,55,21,1313.85,74,1.8,13,21,50.7,50.2,46.3,49.7,32.1,35.3,32.5,0,0,2.9,179,443,82,3,22.1,52,58,50.14,48.49,8.71,89.73,98.44,17.75
1420,21-22,L,C,12,27,18,214,72,206,62,55,27,44,55,1403.7,82,2.5,12,15,57.4,57.2,59.2,51.3,33.9,33.9,32.2,621,608,20.34,355,829,143,1,22.16,48,33,49.21,38.96,7.37,93.12,100.5,17.12
1420,22-23,L,C,19,37,23,260,72,206,97,71,31,43,60,1489.37,82,4.8,12,17,60.9,60.6,61.3,54.2,35.6,34.3,30.1,705,681,25.32,423,934,156,4,23.09,54,34,60.03,40.2,7.76,92.17,99.92,18.16
447,23-24,R,D,2,17,8,56,75,200,45,164,207,38,25,1476.28,75,-0.1,6,12,51.9,53.6,55,42,27.1,35.4,37.4,0,0,1.46,113,373,40,0,21.15,55,46,50.92,43.81,8.96,91.14,100.09,19.68
447,24-25,R,D,3,15,7,43,75,200,20,157,189,80,10,1481.2,75,-0.1,9,12,47.7,48.9,61.7,33.5,20.2,39.6,40.2,0,0,1.73,112,312,31,1,22.31,55,33,50.63,39.42,10.28,93.57,103.85,19.75
1122,21-22,L,D,9,34,14,119,69,194,53,48,70,32,16,1315.82,64,3.6,7,24,48.8,47,62,64.4,44.3,31.3,24.5,0,0,6.76,245,205,9,0,21.24,67,41,46.98,51.89,12.03,93.19,105.22,20.56
1174,21-22,R,R,3,3,2,45,77,220,16,29,14,4,9,322.4,36,1.2,0,2,52,50.9,50,41.1,26.4,35.8,37.8,3,5,3.14,67,241,58,1,22.14,9,9,11.97,11.03,5.66,93.71,99.37,8.96
1122,22-23,L,D,7,25,13,126,69,194,40,42,87,30,19,1170.77,63,4.2,12,15,48.8,48.9,45,73.4,51.8,29.4,18.8,0,0,6.86,251,135,3,0,21.26,41,50,41.28,50.35,7.98,90.4,98.38,18.58
1174,22-23,R,R,6,3,2,51,77,220,35,60,18,9,9,588.17,54,-4.5,8,7,38.6,36.9,27,40.3,25.9,35.6,38.4,2,4,5.67,101,366,69,5,22.23,13,35,18.89,33.98,5.96,90.77,96.73,10.89
1174,23-24,R,R,11,11,6,91,77,220,80,75,65,16,20,884.6,68,-3.9,4,7,43.5,44.7,40.8,46.3,29.9,35.5,34.6,17,24,7.72,170,555,119,4,22.28,20,29,20.99,27.98,7.43,91.78,99.22,13.01
514,21-22,L,D,3,11,5,63,73,205,54,87,90,31,17,1141.15,75,-2.5,6,9,43.7,45.2,35.5,42.1,27.4,34.9,37.7,0,0,2.08,145,138,8,0,21.97,27,49,35.02,45.36,5.99,90.43,96.42,15.22
514,22-23,L,D,1,17,5,67,73,205,45,77,116,37,34,1362.7,78,-2,5,4,47.6,47.5,42.4,35.6,22,38.3,39.7,0,0,3.81,179,219,27,1,22.4,45,61,51.03,48.49,8.88,89.18,98.06,17.47
547,21-22,R,R,24,28,14,151,76,225,240,142,55,44,36,1449.42,78,-0.2,33,32,50.1,50.5,54.2,65.5,41.2,37.1,21.7,22,30,22.06,279,932,218,10,23.23,57,48,42.2,42.79,11.75,90.24,102,18.58
727,23-24,L,D,6,10,4,69,76,215,72,105,79,25,18,1361.25,80,3.3,8,10,53.2,53.1,50.6,57,39,31.5,29.5,0,0,3.18,175,225,34,0,21.83,39,38,45.56,37.23,7.09,92.4,99.49,17.02
1165,21-22,L,C,31,38,26,212,73,204,76,66,28,42,38,1395.67,71,4,22,18,49.3,47.9,47.5,51.2,33.8,33.8,32.3,630,574,22.91,385,934,232,13,23.32,56,64,50.5,50.02,9.59,89.28,98.87,19.66
727,24-25,L,D,3,19,10,69,76,215,74,140,109,53,28,1563.5,80,-1.2,12,7,46.3,44.7,46,45,29.3,34.9,35.8,0,0,4.3,154,227,25,1,22.71,46,54,49.15,63.26,8.55,91.67,100.22,19.54
1165,22-23,L,C,32,47,24,244,73,204,47,64,27,47,56,1564.45,80,4.4,23,17,49.2,50.1,43.8,49.3,31.9,35.1,32.9,737,618,29.71,465,1001,212,16,22.98,46,58,44.41,45.33,8.38,89.26,97.64,19.56
466,22-23,L,C,3,7,4,19,73,191,15,13,21,11,13,391.07,36,-7.5,1,3,41.5,43.2,39,45.6,27.7,39.4,33,111,125,1.43,36,201,27,0,21.77,16,25,10.57,17.71,11.03,86.84,97.88,10.86
268,21-22,R,C,19,24,15,243,71,182,89,123,30,32,33,1298.63,82,6.6,17,7,56.9,57.8,53,51.4,35,31.9,33.1,183,203,25.17,393,591,102,3,22.88,44,40,53.75,38.65,6.85,91.65,98.5,15.84
466,23-24,L,C,4,8,3,26,73,191,20,22,12,9,14,469.3,52,-7,3,5,45.2,44.5,50,47.3,29,38.8,32.2,111,83,2.45,40,235,36,0,21.8,17,17,11.39,15.01,10.9,90.91,101.81,9.02
268,22-23,R,C,16,23,14,184,71,182,34,108,27,32,29,1232.08,69,4.9,18,15,55.9,55.4,54.8,54.9,35.2,35.8,29,119,122,20,311,455,63,1,22.09,51,42,52.92,41.18,8.36,91.08,99.44,17.86
466,21-22,L,C,6,12,1,72,73,191,42,49,30,34,23,869.02,70,0.8,3,7,47.7,47.9,42.3,39.2,25.6,34.8,39.7,264,267,8.31,121,443,59,0,21.75,22,30,31.75,33.88,6.15,92.42,98.57,12.41
768,23-24,R,D,8,39,18,136,73,200,65,142,150,35,15,2047.88,82,-3.4,6,13,47.5,47.4,50.3,47.8,30.6,36,33.4,0,0,8.54,275,440,87,6,23.55,65,65,60.83,60.82,9.57,91.06,100.63,24.97
955,21-22,L,C,37,35,22,213,75,217,82,86,53,49,24,1442.88,80,6.3,18,14,53.3,53.9,56,60.6,43.9,27.6,28.5,357,317,31.51,367,1277,470,66,23.47,60,48,57.37,41.94,9.95,90.96,100.91,18.04
768,24-25,R,D,10,19,6,124,73,200,36,97,115,109,29,1990.95,78,-1.6,10,10,47.2,46.7,48.9,50.9,32.8,35.5,31.7,0,0,6.43,278,469,80,2,22.94,48,50,56.69,66.05,7.06,93.22,100.28,25.52
1021,21-22,R,D,8,17,7,139,76,225,165,77,136,29,35,1330.38,77,-2.5,5,12,51.2,50.4,57.5,45.4,30.3,33.3,36.4,0,0,5.94,260,303,48,1,22.24,57,42,46.53,43.46,9.74,92.55,102.3,17.28
1292,22-23,L,L,12,7,3,91,72,191,84,74,43,19,23,977.55,75,-5.7,23,9,44.7,46,37,29.1,20,31.3,48.8,4,10,9.27,156,591,139,11,22.67,23,39,27.69,33.85,6.53,90.49,97.02,13.03
1292,21-22,L,L,12,10,7,99,72,191,94,87,50,19,18,959.68,64,-8,10,7,46.1,48.5,47.2,35.5,23.3,34.3,42.4,16,28,11.6,157,542,122,10,22.96,26,29,30.61,30.41,6.57,92.89,99.46,15
120,21-22,L,C,21,37,24,168,73,207,20,65,38,26,50,1488.3,78,2.9,25,6,49,47.1,55.4,43.5,28.4,34.6,36.9,900,685,21.46,252,611,79,3,22.56,46,37,39.68,43.1,9.48,92.6,102.08,19.08
1371,22-23,L,C,36,39,24,222,76,205,50,74,43,40,48,1511.7,82,0.3,20,12,50,48.5,61.2,56.3,38.9,30.9,30.2,490,547,28.7,418,899,149,2,22.63,71,45,56.6,54.63,11.68,92.85,104.52,18.44
1371,23-24,L,C,34,35,23,250,76,205,38,71,47,45,39,1482.85,82,1.9,19,14,48.5,48.6,52.8,56,36.5,34.9,28.7,356,431,28.93,411,916,147,6,22.42,55,49,49.63,52.55,9.06,92.12,101.18,18.08
646,21-22,L,C,31,53,31,208,71,200,50,71,37,54,34,1378.23,69,3.2,15,16,54.1,53.7,61.7,63.1,41.6,34,24.3,760,690,28.6,334,748,155,4,22.38,56,35,58.17,47.46,8.46,94.07,102.53,19.97
646,22-23,L,C,33,60,36,255,71,200,71,88,47,67,59,1651.77,82,3.4,23,18,54.4,53.4,56.7,62.3,38.8,37.8,23.4,978,868,32.96,443,745,134,6,22.53,67,52,71.3,60.16,9.07,92.31,101.37,20.14
1371,21-22,L,C,37,22,14,171,76,205,31,68,43,43,49,1272.87,72,0.6,20,15,46.4,46.1,52.1,56.2,37.4,33.5,29.1,476,488,23.33,279,682,101,2,22.16,48,44,42.26,44.75,10.26,91.9,102.15,17.68
1230,21-22,L,D,1,7,2,61,74,207,67,122,94,37,10,1206.68,66,-1.4,1,4,52.8,54.3,53.4,51.2,34.1,33.3,32.5,0,0,2.33,139,180,14,0,21.76,39,34,44.87,40.3,6.93,92.72,99.65,18.28
615,21-22,R,R,6,9,1,74,71,215,229,85,23,14,21,828.47,59,-1.5,13,5,45.4,46.2,37.8,33.8,19.5,42.2,38.3,11,4,8.42,113,361,36,1,22.06,14,23,18.82,23.12,5.36,92.51,97.87,14.04
1230,22-23,L,D,6,17,8,62,74,207,78,168,128,38,23,1459.15,78,0.2,7,7,46.3,46.3,41.8,48.5,30.6,36.9,32.5,0,0,2.8,137,220,15,0,21.64,41,58,44.29,55.91,7.77,90.84,98.6,18.71
615,22-23,R,R,6,6,2,44,71,215,194,53,33,15,10,598.97,49,-1.8,6,11,47.8,50.9,60,28.1,17.4,37.9,44.7,1,4,5.43,79,230,19,0,21.61,18,12,17.51,21.38,7.86,94.67,102.53,12.22
615,23-24,R,R,7,12,8,59,71,215,273,63,55,22,26,974.12,82,-9,13,12,39.6,42.2,55.7,34.2,20.9,39,40.1,13,22,7.16,106,337,34,1,22.21,29,23,22.17,29.38,10.32,94.01,104.33,11.88
1022,21-22,L,D,1,8,2,57,74,225,91,72,68,24,10,1239.37,74,-6.8,12,14,47.6,46,50.6,36.2,22.5,37.7,39.8,0,0,1.75,125,174,22,0,21.09,37,36,40.43,45.77,6.99,94.09,101.08,16.75
797,22-23,R,D,2,5,2,39,77,224,58,67,52,16,8,756.12,50,0.5,7,23,46.1,46.2,56.6,40.9,25.2,38.3,36.4,0,0,1.67,84,74,1,0,20.18,30,23,26.63,34.01,10,93.39,103.39,15.12
1022,22-23,L,D,2,6,1,92,74,225,117,93,127,40,16,1588.88,83,-6.6,10,14,42,42.8,39.1,38.6,24.7,36,39.3,0,1,3.69,173,205,22,1,23.17,38,59,45.93,66.98,6.45,92.28,98.73,19.14
797,21-22,R,D,2,7,4,49,77,224,83,91,57,15,4,735.05,56,-1.1,8,13,49.7,50.9,54.6,52.1,33.6,35.5,30.9,0,0,2.45,112,102,8,0,21.04,35,29,30.82,28.71,10.06,91.55,101.6,13.13
662,21-22,L,C,27,24,14,194,73,200,74,101,49,29,22,1431.93,79,3,16,16,56.5,58.4,56.3,50,32.7,34.6,32.7,676,586,25.38,299,663,84,1,22.62,53,41,57.86,43.85,7.68,91.8,99.48,18.13
662,22-23,L,C,18,36,20,152,73,200,81,98,75,32,27,1502.65,82,0.8,24,25,52.9,54.7,46.4,47,30.4,35.3,34.3,692,581,17.61,251,482,47,1,22.21,39,45,48.67,42.89,6.45,90.95,97.39,18.32
1243,23-24,R,D,21,69,28,231,72,187,37,30,148,42,70,1907.27,77,0.4,25,8,52.8,52.6,52.5,64.8,45.4,30,24.6,0,0,18.03,521,606,193,25,23.27,72,65,60.51,49.75,10.07,89.94,100.01,24.77
1243,24-25,R,D,30,62,34,246,72,187,51,45,128,113,60,2057.3,80,3.6,26,7,56,55.1,58.8,61.3,43.7,28.8,27.5,0,0,23.81,582,694,206,27,23.63,73,51,78.28,58.54,9.37,91.51,100.89,25.72
1263,21-22,R,R,35,62,36,224,72,180,75,74,31,63,72,1503.57,72,5.9,14,8,58,57.8,59,61.9,41.9,32.4,25.7,10,8,27.67,420,589,96,3,22.59,78,54,64.15,39.82,12.38,88.93,101.32,20.88
1263,22-23,R,R,30,69,40,196,72,180,53,117,45,94,104,1702.1,80,3.2,21,14,53.3,53,62.1,59.1,39.7,32.8,27.4,0,4,21.74,402,668,113,1,22.11,64,39,59.51,48.09,10.61,92.66,103.27,21.28
1033,22-23,L,D,4,12,6,86,73,184,116,98,118,49,29,1402.3,73,4.4,8,20,47.2,47.3,41.9,51.3,33.3,35,31.6,0,0,5.4,197,332,32,0,21.14,44,61,48.53,57.18,7.97,89.73,97.7,19.21
1033,21-22,L,D,5,10,3,57,73,184,77,76,58,31,17,852.93,51,0,8,9,45.7,46.2,46.7,43.1,26.4,38.7,34.9,0,0,2.65,100,171,14,0,20.85,28,33,26.25,29.35,7.82,91.77,99.59,16.72
1385,22-23,R,D,3,26,13,77,71,173,19,69,38,21,11,999.43,62,0.6,5,11,50.6,50,39.7,59.2,38.4,35,26.5,0,0,3.22,155,294,38,1,22.89,27,41,30.44,31.85,7.36,89.32,96.68,16.12
3,21-22,L,D,0,8,3,53,72,200,61,129,58,30,10,1173.4,70,-6.4,9,3,49.3,49.3,41.9,48.2,32,33.6,34.4,0,0,2.46,110,302,45,0,21.79,33,47,41.07,45.86,6.45,91.05,97.49,16.76
1385,23-24,R,D,1,16,8,93,71,173,48,64,83,14,18,1243.05,72,-0.2,11,20,44.4,43.2,33.7,51.8,36.9,28.9,34.3,0,0,5.02,204,427,70,2,22.5,28,55,33.55,56.82,6.8,90.38,97.18,17.26
515,21-22,L,R,6,56,40,147,74,216,27,61,28,51,44,1379.28,79,-2.2,26,14,46.2,44.8,48.4,58.2,39.4,32.3,28.3,5,28,12.85,253,747,180,11,23.24,46,49,40.35,52.98,9.54,92.26,101.8,17.46
505,23-24,L,C,34,38,24,246,74,183,63,132,20,39,39,1365.15,76,2.4,9,18,56.9,54.1,59.7,57.7,37.7,34.7,27.6,37,47,28.97,491,844,188,5,23.22,57,39,56.64,41.6,9.33,92.41,101.74,17.96
499,21-22,L,L,24,14,8,186,75,210,34,84,25,29,30,1321.22,82,0.1,8,11,46.7,47.1,46,49.4,31.5,36.2,32.3,10,14,27.25,285,445,57,2,22.6,41,48,45.54,53.16,7.66,91.93,99.6,16.11
505,24-25,L,C,20,33,18,242,74,183,95,113,28,81,23,1447.4,81,2,16,23,56.4,55.9,53,56.4,36.7,34.9,28.4,16,28,28.79,468,1012,233,7,23.42,52,47,58.15,42.66,8.01,90.73,98.74,17.87
916,21-22,R,D,9,21,10,197,78,230,87,51,92,54,20,1315.87,62,1.8,5,17,51.8,51.9,46.4,49.7,32.5,34.5,32.9,0,0,11.93,402,237,6,0,20.46,58,68,53.16,49.87,9.45,88.46,97.9,21.22
1007,21-22,R,C,12,18,7,101,72,193,38,75,17,12,27,1058.48,66,-1.8,10,3,50.4,49.9,44.4,48.3,32.1,33.6,34.4,239,228,12.08,175,457,63,3,22.49,32,39,27.14,32.59,8.42,89.92,98.34,16.04
916,22-23,R,D,22,52,27,275,78,230,64,76,86,74,21,1785.5,82,1.6,6,25,55.1,55.3,58.6,56.8,38.6,32.1,29.3,0,0,14.68,562,212,9,0,21.1,81,56,75.49,60.5,9.36,91.69,101.06,21.77
1007,22-23,R,C,20,19,11,106,72,193,50,116,19,12,21,1049.92,73,-1.2,11,7,49.8,50.2,55.5,46.8,31.9,31.8,36.3,42,52,14.01,197,565,101,5,22.37,40,32,39.52,35.92,9.9,91.62,101.52,14.38
1007,23-24,R,C,10,11,8,92,72,193,55,86,13,11,16,793.43,52,0,12,9,50.6,51.9,60,52.5,36.3,30.9,32.9,65,67,11.68,165,344,66,0,21.93,33,22,28.23,24.91,9.71,92.31,102.01,15.26
218,21-22,R,D,3,9,3,64,73,205,41,58,85,20,21,1211.55,68,-2.1,3,8,45.9,45.3,46,41.1,26.4,35.7,37.9,0,0,3.94,126,228,37,0,21.8,35,41,35.97,42.14,7.53,93.06,100.59,17.82
1358,21-22,R,D,4,6,2,71,76,212,130,136,150,47,19,1240.47,57,-4.3,13,22,43.8,44.4,41.3,36.8,23,37.6,39.4,0,0,2.76,149,126,8,0,21.56,36,51,33.33,39.81,8.39,90.57,98.96,21.76
669,22-23,L,D,2,10,4,51,73,192,84,70,49,17,15,717.25,53,0.6,3,10,60.2,60.8,56.6,55.4,35.5,35.9,28.6,0,0,2.71,153,131,10,0,21.24,31,23,32.82,22.53,8.64,90.8,99.44,13.53
1358,22-23,R,D,7,6,3,85,76,212,165,122,160,37,26,1551.2,80,-2.3,26,27,42.4,43.2,40.9,35.1,22.2,36.7,41,0,0,3.33,177,172,3,0,20.54,43,62,45.02,59.2,8.21,91.53,99.74,19.39
669,23-24,L,D,3,7,3,56,73,192,96,73,82,23,11,980.9,59,0.7,5,11,50.8,51.6,43.4,39.7,22.6,43.1,34.3,0,0,2.26,154,144,5,0,20.88,31,39,34.91,26.25,8.45,89.01,97.46,16.63
1417,21-22,R,R,23,27,20,215,68,178,20,38,45,28,37,1331.98,73,-0.8,6,5,45.7,45.7,54.9,53.2,34.8,34.5,30.6,5,12,26.62,331,388,54,0,21.88,50,41,38.71,47.05,10.62,92.5,103.12,18.25
1417,23-24,R,R,13,15,5,175,68,178,35,36,46,20,17,1116.18,70,-2.2,14,12,49.4,51.7,39.1,55.9,37.4,33.2,29.4,12,13,17.51,284,358,59,3,22.74,30,45,34.31,34.65,6.94,88.22,95.16,15.95
698,21-22,L,D,0,7,3,52,71,188,22,72,44,18,6,531.72,34,1.5,4,2,45.9,46.8,32.5,52.8,34.8,34,31.1,0,0,2.58,110,121,9,0,21.57,14,29,17.68,22.23,6.25,88.35,94.6,15.64
400,21-22,L,D,3,13,6,76,76,208,94,62,75,29,13,1236.97,71,-0.1,10,14,45.9,46.5,48.2,47.3,30.5,35.5,34,0,0,3.29,141,160,7,0,21.18,56,60,39.04,46.16,11.67,89.42,101.08,17.42
400,22-23,L,D,3,12,4,55,76,208,152,86,122,25,14,1491.88,82,-5.3,13,16,50.6,50.4,52.9,49.8,33,33.7,33.3,0,0,4.77,160,233,28,0,21.08,62,55,63.88,58.91,9.09,91.62,100.71,18.19
808,23-24,L,D,5,34,15,109,74,213,41,72,119,44,27,1978.25,81,0,4,12,46.6,45.5,33.3,50.3,34.3,31.9,33.8,0,0,6.18,253,486,59,3,22.44,37,74,50.48,64.65,6.2,89.56,95.76,24.42
1441,21-22,R,C,15,44,25,161,73,186,36,63,17,82,43,1315.43,73,3.9,23,9,48.8,47.8,50.5,63,42.6,32.4,25,234,271,18.09,252,836,224,14,22.78,45,44,47.48,51.62,8.06,92.5,100.57,18.02
1461,21-22,L,L,18,28,14,182,75,210,143,63,60,47,37,1373.27,82,-3.8,21,33,46.3,45.6,44,48.6,34.7,28.6,36.7,492,399,24.42,317,550,46,0,21.56,37,47,46.34,47.8,7.1,92.21,99.31,16.75
563,22-23,L,D,2,18,10,42,72,194,44,88,69,23,13,1060.87,54,0.6,13,9,48.6,48.6,50,51.4,33.5,34.9,31.7,0,0,4.02,122,221,21,0,21.23,38,37,43,38.03,9.52,91.45,100.98,19.65
461,21-22,R,C,38,30,15,253,78,220,66,47,25,42,49,1394.6,78,2.8,15,13,50.6,49.2,49.2,57.5,38,33.9,28.1,393,582,25.81,457,679,113,3,22.61,65,68,49.82,52.06,11.32,88.17,99.5,17.88
563,23-24,L,D,10,20,5,134,72,194,76,162,174,32,18,1854.78,82,-1.5,12,21,50.5,52.8,43,53.6,32.8,38.8,28.4,0,0,8.88,281,366,28,0,21.78,56,70,57.58,53.89,8.05,88.18,96.22,22.62
461,22-23,R,C,47,47,27,295,78,220,55,84,26,40,43,1450.03,78,2.8,25,18,53.5,52.3,53.5,64,42.3,33.9,23.8,350,463,35.22,542,751,129,0,21.99,68,59,60.92,60.14,10.83,90.33,101.16,18.59
563,24-25,L,D,4,13,6,65,72,194,60,171,126,90,25,1371.68,66,-0.2,5,13,49.4,50.3,43.6,45.1,28.7,36.5,34.8,0,0,5.49,167,228,24,1,22.2,45,58,52.54,44.9,8.47,88.19,96.66,20.78
563,21-22,L,D,3,7,5,33,72,194,20,54,40,12,5,572.43,30,3,3,3,47.1,47,41.8,48.4,30.5,36.9,32.6,0,0,1.56,72,91,5,0,20.99,18,25,19.82,21.03,8.41,89.58,97.99,19.08
884,21-22,L,R,9,6,3,83,72,200,134,67,19,9,13,588.05,54,0.2,8,13,52.8,51.5,55.8,58.9,40.2,31.7,28.1,6,13,7.91,139,433,64,1,22.77,19,15,21.2,21.16,6.76,94.19,100.95,10.89
884,22-23,L,R,12,7,5,90,72,200,144,67,17,15,14,612.87,57,-1.2,5,8,52,53.5,48,61,39.9,34.6,25.5,4,5,8.31,169,360,64,0,21.87,25,27,23.47,20.41,8.42,89.66,98.07,10.75
42,21-22,R,D,6,12,5,73,74,205,87,91,121,32,16,1348.7,69,-2.1,9,18,46.1,46.1,47.6,41.2,27.1,34.1,38.8,0,0,2.39,160,216,36,2,22.34,40,44,40.37,50.66,7.66,92.47,100.13,19.55
884,23-24,L,R,8,4,2,95,72,200,115,54,16,13,10,546.85,50,0,5,6,55.2,55.9,43.2,55.1,35.4,35.7,28.9,2,8,8.25,175,439,96,2,22.33,16,21,20.9,20.36,5.44,90.28,95.72,10.94
